,1,2
209,Oral thrush in adults,"white patches (plaques) in the mouth that can often be wiped off, leaving behind red areas that may bleed slightly,loss of taste or an unpleasant taste in the mouth,redness inside the mouth and throat,cracks at the corners of the mouth,a painful, burning sensation in the mouth,having poor oral hygiene,having a dry mouth, either because of a medical condition or a medication you are taking,smoking,rinsing your mouth after meals,brushing your teeth twice a day with a toothpaste that contains fluoride and interdental cleaning (flossing) regularly,visiting your dentist regularly for check-ups, even if you wear dentures or have no natural teeth,removing your dentures every night, cleaning them with paste or soap and water before soaking them in a solution of water and denture-cleaning tablets,brushing your gums, tongue and inside your mouth with a soft brush twice a day if you wear dentures or have no or few natural teeth,visiting your dentist if your dentures do not fit properly,rinsing your mouth with water and spitting it out after using a corticosteroid inhaler, and using a spacer (a plastic cylinder that attaches to the inhaler) when you take your medicine,ensuring that any underlying condition you have, such as diabetes, is well controlled"
210,Osteoarthritis,"joint tenderness,increased pain and stiffness when you have not moved your joints for a while,joints appearing slightly larger or more 'knobbly' than usual,a grating or crackling sound or sensation in your joints,limited range of movement in your joints,weakness and muscle wasting (loss of muscle bulk)"
211,Osteoporosis,"an early menopause (before the age of 45),a hysterectomy (removal of the womb) before the age of 45, particularly when the ovaries are also removed,absent periods for more than six months as a result of overexercising or too much dieting,the use of certain medications, such as oral corticosteroids,alcohol misuse,hypogonadism (a condition that causes abnormally low testosterone levels),hyperthyroidism (overactive thyroid gland),disorders of the adrenal glands, such as Cushing's syndrome,reduced amounts of sex hormones (oestrogen and testosterone),disorders of the pituitary gland,hyperparathyroidism (overactivity of the parathyroid glands),a family history of osteoporosis,a parental history of hip fracture ,heavy drinking and smoking,long periods of inactivity, such as long-term bed rest"
212,Osteosarcoma,"replacing the bone with a prosthesis (a specially designed artificial part),replacing the affected bone with bone taken from another part of the body (bone graft),feeling sick (nausea) and being sick (vomiting),hair loss,increased risk of infection bruising and bleeding tiredness,diarrhoea"
213,Otitis externa,"ear pain,redness and swelling of your outer ear and ear canal,a feeling of pressure and fullness inside your ear,scaly skin in and around your ear canal, which may peel off,discharge from your ear, which can be either thin and watery or thick and pus-like,tenderness when you move your ear or jaw,a constant itch in and around your ear canal,discomfort and pain in your ear that becomes worse when you move it – this is usually much milder than in short-term otitis externa,a thin, watery discharge from your ear,a lack of earwax,a build-up of thick, dry skin in your ear canal, known as stenosis, which can narrow your ear canal and affect your hearing"
214,Ovarian cancer,"increased abdominal size and persistent bloating (not bloating that comes and goes),persistent pelvic and abdominal pain,difficulty eating and feeling full quickly, or feeling nauseous"
215,Overactive thyroid,"hyperactivity,difficulty sleeping (insomnia),feeling tired all the time (fatique),muscle weakness,needing to pass stools (faeces) or urine more frequently,excess fats in your stools – which can make them greasy and difficult to flush down the toilet (steatorrhoea),unexplained or unexpected weight loss – despite having an increased appetite (though in a small number of cases, the increase in appetite can lead to weight gain),very infrequent or light periods, or periods stopping altogether,infertility,trembling or shaking (tremor),warm, moist skin,redness on the palms of your hands,loosening of your nails in their nail beds,hives (urticaria),patchy hair loss (alopecia),twitching in your face and limbs"
216,Paget's disease of the nipple,"the skin of your nipple or areola (the darker area of skin around the nipple),your breasts, particularly lumps in your breast ,about your symptoms and how long you have had them,whether you have a history of eczema, or have eczema anywhere else on your body,whether you have a personal or family history of breast cancer,how much you weigh and if you have recently gained weight,an examination of your breast to check for lumps or other abnormalities,a mammogram (if you are 35 years of age or over),a skin biopsy will be carried out if Paget’s disease is suspected"
217,Pancreatic cancer,"surgery,chemotherapy,radiotherapy,bile duct,gall bladder,spleen,part of your small intestine,part of your stomach (sometimes),surrounding lymph nodes (part of the immune system),before surgery – to try to shrink the cancer, so there's a greater chance of the surgeon being able to remove all of the cancer,after surgery – to help reduce the risk of the cancer coming back,when surgery isn't possible – to try to shrink the cancer, slow its growth and relieve your symptoms,vomiting,nausea,mouth sores,fatigue,increased risk of infection ,fatigue,skin rashes,loss of appetite,diarrhoea,nausea or vomiting "
218,Panic disorder,"sweating,trembling,hot flushes,chills,a choking sensation,chest pain,nausea,dizziness,feeling faint,numbness or pins and needles,dry mouth,a need to go to the toilet,ringing in your ears ,a feeling of dread or a fear of dying,a churning stomach,a tingling sensation in your fingers,shivering,shaking"
